gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_remod/add,garage_yr_blt,land_slope,neighborhood,roof_matl,exter_qual,bsmtfin_type_2,saleprice,id,lot_area,house_style,overall_qual,year_built,central_air,full_bath,half_bath,bedroom_abvgr,kitchen_qual,yr_sold,saleprice
1159,288.0,1.0,747.0,747,1950,1932.0,Gtl,OldTown,CompShg,TA,Unf,114000,1256,7506,1.5Fin,5,1925,Y,1,0,3,TA,2008,114000
1056,384.0,1.0,1056.0,1056,1966,1966.0,Gtl,SawyerW,CompShg,TA,Unf,107000,2484,8900,1Story,4,1966,Y,1,0,2,TA,2006,107000
1216,336.0,1.0,832.0,832,1950,1947.0,Gtl,NAmes,CompShg,TA,Unf,118500,1253,8480,1.5Fin,5,1947,Y,1,0,2,TA,2008,118500
1158,208.0,1.0,862.0,950,1950,1929.0,Gtl,BrkSide,CompShg,TA,Unf,120000,1337,6000,1.5Fin,6,1929,Y,1,0,3,TA,2008,120000
1538,484.0,2.0,1538.0,1538,2005,2005.0,Gtl,Somerst,CompShg,Gd,Unf,260000,1788,8847,1Story,8,2005,Y,2,0,3,Gd,2007,260000
1143,308.0,1.0,1143.0,1143,1959,1959.0,Gtl,NAmes,CompShg,TA,Rec,136000,141,8050,1Story,5,1959,Y,1,0,3,TA,2010,136000
872,480.0,4.0,858.0,872,1971,1974.0,Gtl,NAmes,CompShg,TA,Unf,123000,1669,8294,1Story,4,1971,Y,1,0,3,TA,2007,123000
1406,0.0,0.0,319.0,1035,1950,1978.7077955601446,Gtl,IDOTRR,CompShg,TA,Unf,89500,1366,7920,1.5Fin,6,1920,Y,1,0,3,Fa,2008,89500
1324,430.0,2.0,1324.0,1324,2005,2005.0,Gtl,Gilbert,CompShg,Gd,Unf,199500,52,18494,1Story,6,2005,Y,2,0,3,Gd,2010,199500
904,408.0,1.0,876.0,904,1966,1966.0,Gtl,Sawyer,CompShg,TA,Unf,109900,1380,7162,1Story,5,1966,Y,1,0,3,TA,2008,109900
2080,282.0,1.0,1276.0,1276,2004,1926.0,Gtl,Crawfor,CompShg,Gd,Unf,234000,919,10918,2Story,7,1926,Y,1,1,3,Gd,2009,234000
848,420.0,2.0,848.0,848,2004,2004.0,Gtl,CollgCr,CompShg,Gd,Unf,155900,2804,4435,1Story,6,2004,Y,1,0,1,Gd,2006,155900
1788,304.0,1.0,1104.0,1104,1989,1957.0,Gtl,ClearCr,CompShg,TA,Unf,161500,782,11250,1.5Fin,4,1957,Y,1,0,5,TA,2009,161500
1344,525.0,2.0,819.0,1344,1958,1958.0,Gtl,Timber,CompShg,TA,Rec,137500,956,14375,SLvl,6,1958,Y,1,0,3,Gd,2009,137500
2256,0.0,0.0,840.0,1128,1950,1978.7077955601446,Gtl,OldTown,CompShg,TA,Unf,76500,187,9045,2Story,5,1910,N,2,0,4,Fa,2010,76500
2060,521.0,2.0,1151.0,1164,1989,1988.0,Gtl,ClearCr,CompShg,Gd,Unf,211000,2074,10029,2Story,6,1988,Y,2,1,4,TA,2007,211000
1337,511.0,2.0,1405.0,1337,1999,1998.0,Gtl,NAmes,CompShg,Gd,Unf,181000,1039,4060,1Story,6,1998,Y,2,0,2,Gd,2008,181000
1165,490.0,2.0,1127.0,1165,1966,1966.0,Gtl,NAmes,CompShg,TA,ALQ,174900,1210,9020,SLvl,6,1966,Y,1,1,3,TA,2008,174900
1320,564.0,2.0,1164.0,1320,1966,1966.0,Gtl,Sawyer,CompShg,TA,ALQ,164500,2710,11777,SLvl,5,1966,Y,1,0,3,TA,2006,164500
1535,532.0,2.0,1517.0,1535,2004,2004.0,Gtl,NridgHt,CompShg,Gd,Unf,214000,44,10171,1Story,7,2004,Y,2,0,3,Gd,2010,214000
2044,489.0,2.0,738.0,1277,1988,1980.0,Gtl,NWAmes,CompShg,TA,Unf,185000,1026,10400,2Story,7,1980,Y,2,1,3,TA,2008,185000
1136,336.0,1.0,704.0,624,1950,1990.0,Gtl,BrkSide,CompShg,TA,Unf,123000,1343,6240,1.5Fin,4,1929,Y,1,0,2,TA,2008,123000
1299,486.0,2.0,1001.0,1299,1979,1979.0,Gtl,Mitchel,CompShg,TA,Unf,183500,2248,12150,SFoyer,6,1979,Y,2,0,2,Gd,2007,183500
1441,492.0,2.0,776.0,764,2000,1999.0,Gtl,Somerst,CompShg,Gd,Unf,174000,1849,2645,2Story,8,1999,Y,2,1,2,Gd,2007,174000
1630,649.0,2.0,1073.0,1630,1953,1953.0,Gtl,Edwards,CompShg,TA,Unf,130000,2076,22692,1Story,5,1953,Y,2,0,3,TA,2007,130000
1641,546.0,2.0,728.0,832,1990,1925.0,Gtl,OldTown,CompShg,TA,Unf,178000,2641,9600,2Story,7,1925,Y,1,1,3,Ex,2006,178000
1629,482.0,2.0,928.0,928,1998,1997.0,Gtl,Gilbert,CompShg,TA,Unf,189900,5,13830,2Story,5,1997,Y,2,1,3,TA,2010,189900
848,420.0,2.0,848.0,848,2004,2003.0,Gtl,CollgCr,CompShg,Gd,Unf,144000,878,4435,1Story,6,2003,Y,1,0,1,Gd,2009,144000
816,432.0,1.0,816.0,816,2007,2002.0,Gtl,IDOTRR,CompShg,Gd,Unf,120500,1548,5890,1Story,6,1930,Y,1,0,2,TA,2008,120500
1097,672.0,2.0,1097.0,1097,1995,1995.0,Gtl,CollgCr,CompShg,TA,Unf,145000,841,10859,1Story,5,1994,Y,1,1,3,TA,2009,145000
1652,499.0,2.0,1494.0,1652,2000,2000.0,Gtl,StoneBr,CompShg,Gd,Unf,251000,1621,5330,1Story,8,2000,Y,2,0,2,Ex,2007,251000
1768,0.0,0.0,1768.0,1768,1968,1978.7077955601446,Gtl,Sawyer,CompShg,TA,Unf,136500,218,10778,1Story,4,1968,N,2,0,4,TA,2010,136500
1152,0.0,0.0,0.0,1152,1955,1978.7077955601446,Gtl,Edwards,CompShg,TA,NONE,82500,1504,6845,1Story,4,1955,N,2,0,2,TA,2008,82500
810,280.0,1.0,0.0,810,1950,1975.0,Gtl,IDOTRR,CompShg,Fa,NONE,57625,946,21780,1Story,2,1910,N,1,0,1,TA,2009,57625
1358,484.0,2.0,1350.0,1358,2008,2008.0,Gtl,NridgHt,CompShg,Gd,Unf,212500,455,10307,1Story,7,2007,Y,2,0,2,Gd,2009,212500
1216,402.0,2.0,1216.0,1216,1998,1998.0,Gtl,Mitchel,CompShg,TA,Unf,164000,2906,4500,1Story,6,1998,Y,2,0,2,TA,2006,164000
1638,384.0,1.0,967.0,967,1957,1957.0,Gtl,IDOTRR,CompShg,TA,Unf,139000,2878,9060,1.5Fin,6,1957,Y,2,0,4,Gd,2006,139000
1252,462.0,2.0,600.0,624,2000,1999.0,Gtl,Somerst,CompShg,Gd,Unf,160000,1173,2160,2Story,7,1999,Y,2,1,2,Gd,2008,160000
883,698.0,2.0,828.0,883,1993,1998.0,Gtl,Mitchel,CompShg,TA,LwQ,149000,985,7669,SFoyer,5,1992,Y,1,0,2,TA,2009,149000
874,288.0,1.0,864.0,874,1968,1968.0,Gtl,Mitchel,CompShg,TA,Unf,130000,975,9858,1Story,5,1968,Y,1,0,3,TA,2009,130000
1710,480.0,2.0,576.0,902,1950,1990.0,Gtl,OldTown,CompShg,TA,Unf,140000,202,10300,2Story,7,1921,Y,2,0,3,TA,2010,140000
1836,517.0,2.0,1836.0,1836,2009,2009.0,Gtl,Somerst,CompShg,Gd,Unf,264500,528,8125,1Story,8,2008,Y,2,0,3,Gd,2009,264500
1092,299.0,1.0,1092.0,1092,1957,1957.0,Gtl,NAmes,CompShg,TA,Unf,141000,2579,14850,1Story,5,1957,Y,1,0,2,TA,2006,141000
1241,569.0,2.0,1241.0,1241,2007,2007.0,Gtl,Somerst,CompShg,Gd,Unf,199900,1841,4274,1Story,7,2006,Y,1,1,1,Gd,2007,199900
1334,630.0,2.0,1350.0,1334,1977,1977.0,Gtl,NWAmes,CompShg,TA,Unf,167900,591,9650,1Story,6,1977,Y,2,0,2,TA,2009,167900
1429,572.0,2.0,1144.0,1429,1987,1960.0,Gtl,NAmes,CompShg,TA,Rec,181900,1897,14585,1Story,6,1960,Y,1,0,3,Gd,2007,181900
1566,750.0,2.0,1566.0,1566,2008,2008.0,Gtl,Somerst,CompShg,Gd,Unf,262500,70,9000,1Story,8,2008,Y,2,0,3,Gd,2010,262500
2288,520.0,2.0,908.0,1316,1992,1977.0,Gtl,NWAmes,CompShg,TA,Unf,230000,590,13774,2Story,7,1977,Y,1,2,4,Gd,2009,230000
1709,506.0,2.0,1698.0,1709,2000,1999.0,Gtl,Somerst,CompShg,Gd,Unf,328900,1172,5119,1Story,9,1999,Y,2,0,2,Gd,2008,328900
1721,554.0,2.0,1721.0,1721,2005,2005.0,Gtl,NridgHt,CompShg,Gd,Unf,232698,1714,9254,1Story,8,2005,Y,2,0,3,Gd,2007,232698
1254,810.0,3.0,1254.0,1254,2008,2008.0,Gtl,CollgCr,CompShg,Gd,Unf,221800,829,10324,1Story,8,2008,Y,2,0,2,Gd,2009,221800
1350,627.0,3.0,576.0,864,1973,1973.0,Gtl,Sawyer,CompShg,TA,Unf,152400,1397,8375,1.5Fin,5,1941,Y,1,1,2,Gd,2008,152400
1630,451.0,2.0,1630.0,1630,2001,2000.0,Gtl,CollgCr,CompShg,Gd,Unf,213000,877,9750,1Story,7,2000,Y,2,0,3,Gd,2009,213000
1585,449.0,2.0,784.0,831,2005,2005.0,Gtl,SawyerW,CompShg,Gd,Unf,184900,2477,7632,2Story,7,2005,Y,2,1,3,Gd,2006,184900
1336,375.0,1.0,1165.0,1336,1953,1953.0,Gtl,Crawfor,CompShg,TA,Unf,157000,2871,15750,1Story,5,1953,Y,1,0,2,TA,2006,157000
1211,576.0,2.0,864.0,1211,2002,1972.0,Gtl,Sawyer,CompShg,TA,Unf,144000,2489,9240,1Story,5,1962,Y,1,0,2,TA,2006,144000
1353,478.0,2.0,1259.0,1353,1999,1979.0,Gtl,NWAmes,CompShg,TA,Unf,192350,1655,10400,1Story,6,1979,Y,2,0,2,TA,2007,192350
1200,440.0,2.0,1174.0,1200,1966,1966.0,Gtl,NAmes,CompShg,TA,Unf,163500,1891,8800,1Story,7,1966,Y,2,0,3,TA,2007,163500
2329,514.0,2.0,1475.0,1532,1990,1990.0,Gtl,SawyerW,CompShg,TA,Unf,262280,1419,11839,2Story,7,1990,Y,2,1,4,Gd,2008,262280
1536,532.0,2.0,1536.0,1536,2003,2002.0,Gtl,CollgCr,CompShg,Gd,Unf,214000,1473,9135,1Story,7,2002,Y,2,0,3,Gd,2008,214000
1811,470.0,2.0,1073.0,1811,2004,1956.0,Gtl,Crawfor,CompShg,TA,GLQ,230000,2868,14115,1Story,6,1956,Y,1,0,2,Ex,2006,230000
2172,947.0,3.0,1063.0,1071,2006,2006.0,Gtl,NridgHt,CompShg,Gd,Unf,280000,1695,14154,2Story,7,2006,Y,2,1,3,Gd,2007,280000
1073,720.0,2.0,1073.0,1073,1980,1985.0,Gtl,IDOTRR,CompShg,TA,Unf,140000,2244,6565,1Story,4,1957,Y,1,0,3,TA,2007,140000
1839,442.0,2.0,756.0,1051,1966,1966.0,Gtl,NAmes,CompShg,TA,Unf,155000,169,7700,2Story,6,1966,Y,1,1,4,TA,2010,155000
1020,0.0,0.0,1020.0,1020,1950,1978.7077955601446,Gtl,IDOTRR,CompShg,Fa,Unf,64500,2670,4761,1.5Unf,3,1918,N,1,0,2,Fa,2006,64500
1802,1017.0,4.0,946.0,964,1993,2000.0,Gtl,SawyerW,CompShg,Gd,Unf,218000,247,12361,2Story,6,1993,Y,2,1,3,Gd,2010,218000
1009,576.0,2.0,995.0,1009,1977,1977.0,Gtl,CollgCr,CompShg,TA,Unf,160000,2137,9720,SLvl,5,1977,Y,2,0,3,TA,2007,160000
1338,598.0,2.0,1338.0,1338,2007,2007.0,Gtl,Somerst,CompShg,Gd,Unf,208900,1794,8640,1Story,8,2007,Y,2,0,3,Gd,2007,208900
3820,624.0,2.0,0.0,3820,1996,1959.0,Gtl,Edwards,CompShg,TA,NONE,284700,1498,47007,1Story,5,1959,Y,3,1,5,Ex,2008,284700
1392,540.0,2.0,689.0,703,2007,2007.0,Gtl,Somerst,CompShg,Gd,Unf,146000,1164,3180,2Story,7,2007,Y,2,0,2,Gd,2008,146000
1288,500.0,2.0,1260.0,1288,1996,1996.0,Gtl,Veenker,CompShg,Gd,Unf,245500,1179,14963,1Story,8,1996,Y,1,1,1,Ex,2008,245500
1013,160.0,1.0,992.0,1013,1950,1926.0,Mod,BrkSide,CompShg,TA,Unf,113000,1340,5000,1.5Unf,6,1926,Y,1,0,3,TA,2008,113000
1782,932.0,3.0,1782.0,1782,2005,2004.0,Gtl,NridgHt,CompShg,Gd,Unf,296000,436,16870,1Story,8,2004,Y,2,0,3,Gd,2009,296000
1922,676.0,3.0,1922.0,1922,2006,2005.0,Gtl,StoneBr,CompShg,Gd,Unf,377426,1636,14157,1Story,9,2005,Y,2,0,3,Gd,2007,377426
1718,786.0,3.0,1700.0,1718,2007,2008.0,Gtl,NridgHt,CompShg,Ex,Unf,337500,421,12456,1Story,10,2006,Y,2,0,3,Ex,2009,337500
2492,949.0,3.0,2492.0,2492,2005,2004.0,Mod,NridgHt,CompShg,Ex,Unf,552000,457,14836,1Story,10,2004,Y,2,1,2,Ex,2009,552000
936,265.0,1.0,624.0,624,1950,1948.0,Gtl,Edwards,CompShg,TA,Unf,97900,2834,6956,1.5Fin,4,1948,Y,1,0,3,TA,2006,97900
1218,676.0,2.0,1218.0,1218,2009,2009.0,Gtl,Somerst,CompShg,Gd,Unf,208300,517,7862,1Story,6,2009,Y,2,0,2,Gd,2009,208300
1820,816.0,3.0,910.0,910,1997,1996.0,Gtl,Mitchel,CompShg,TA,Unf,213000,1566,11050,2Story,7,1996,Y,2,1,3,Gd,2008,213000
1724,527.0,2.0,880.0,880,1999,1998.0,Gtl,CollgCr,CompShg,TA,Unf,188000,1439,8924,2Story,7,1998,Y,2,1,3,Gd,2008,188000
1336,488.0,2.0,1121.0,1336,1958,1958.0,Gtl,NAmes,CompShg,TA,Unf,162000,2577,9610,1Story,6,1958,Y,1,1,3,TA,2006,162000
1558,282.0,1.0,910.0,910,1950,1950.0,Gtl,IDOTRR,CompShg,TA,Unf,152000,2241,13710,1.5Fin,5,1950,Y,1,1,4,TA,2007,152000
1947,678.0,2.0,991.0,991,2005,2004.0,Gtl,Somerst,CompShg,Gd,Unf,254900,71,12552,2Story,7,2004,Y,2,1,3,Gd,2010,254900
1657,483.0,2.0,832.0,832,1995,1994.0,Gtl,SawyerW,CompShg,Gd,Unf,189000,1143,14565,2Story,7,1994,Y,2,1,3,Gd,2008,189000
2064,550.0,2.0,2048.0,2064,1978,1978.0,Gtl,NWAmes,CompShg,Gd,Rec,235000,1021,18559,1Story,7,1978,Y,2,0,3,Gd,2008,235000
1164,240.0,1.0,1164.0,1164,1950,1950.0,Gtl,Edwards,CompShg,TA,Unf,125000,1416,10880,1Story,5,1950,N,1,0,3,TA,2008,125000
836,308.0,1.0,836.0,836,1975,1975.0,Gtl,NPkVill,CompShg,TA,Unf,120000,35,2280,1Story,7,1975,Y,1,0,2,TA,2010,120000
1600,270.0,1.0,0.0,1600,1951,1951.0,Gtl,Mitchel,CompShg,TA,NONE,81500,2904,31250,1Story,1,1951,Y,1,1,3,TA,2006,81500
816,0.0,0.0,816.0,816,1990,1978.7077955601446,Gtl,Edwards,CompShg,TA,Unf,118500,2174,11841,SFoyer,6,1990,Y,1,0,3,TA,2007,118500
1766,478.0,3.0,1766.0,1766,2009,2009.0,Gtl,Somerst,CompShg,Ex,Unf,370878,522,9187,1Story,9,2009,Y,2,1,2,Ex,2009,370878
2002,871.0,3.0,1001.0,1001,1950,1949.0,Gtl,Crawfor,CompShg,TA,Unf,145000,2211,6270,2Story,5,1949,N,2,0,4,TA,2007,145000
1954,431.0,2.0,798.0,1137,2006,1939.0,Gtl,Crawfor,CompShg,Gd,Unf,311500,1539,15660,1.5Fin,7,1939,Y,1,1,3,Gd,2008,311500
1364,437.0,2.0,1220.0,1364,2006,2006.0,Gtl,Blmngtn,CompShg,Gd,Unf,210250,2420,3087,1Story,7,2006,Y,2,0,2,Gd,2006,210250
1861,492.0,2.0,916.0,920,2002,2002.0,Gtl,CollgCr,CompShg,Gd,Unf,200000,2779,13450,2Story,7,2002,Y,2,1,3,Gd,2006,200000
1734,539.0,2.0,0.0,1302,1977,1977.0,Gtl,Mitchel,CompShg,TA,NONE,126000,953,10125,1.5Fin,5,1977,Y,2,0,4,Gd,2009,126000
1039,281.0,1.0,405.0,717,2003,1940.0,Gtl,OldTown,CompShg,Gd,Unf,114000,658,8146,2Story,4,1900,Y,1,0,2,TA,2009,114000
1510,720.0,2.0,677.0,833,1950,1974.0,Gtl,OldTown,CompShg,Gd,Unf,87500,714,9600,2Story,4,1910,Y,2,0,3,Gd,2009,87500
2541,729.0,3.0,1149.0,1164,2005,2005.0,Gtl,StoneBr,CompShg,Gd,Unf,349265,1637,12328,2Story,8,2005,Y,3,1,4,Ex,2007,349265
1512,845.0,3.0,1512.0,1512,2004,2004.0,Gtl,SawyerW,Tar&Grv,Gd,Rec,203000,538,10141,1Story,8,2004,Y,2,0,3,Gd,2009,203000
1434,527.0,2.0,1454.0,1434,2001,2001.0,Gtl,SawyerW,CompShg,Gd,Unf,189000,546,8529,1Story,7,2001,Y,2,0,3,Gd,2009,189000
1653,628.0,2.0,812.0,812,2003,2003.0,Gtl,Somerst,CompShg,Gd,Unf,209000,533,8127,2Story,7,2003,Y,2,1,3,Gd,2009,209000
2007,357.0,1.0,917.0,1090,1950,1930.0,Gtl,OldTown,CompShg,TA,Unf,160000,718,8400,2Story,6,1900,Y,2,0,3,Ex,2009,160000
1037,431.0,2.0,1037.0,1037,1974,1974.0,Gtl,Sawyer,CompShg,TA,Unf,129000,1830,10751,1Story,5,1974,Y,1,0,2,TA,2007,129000
1389,418.0,2.0,1389.0,1389,1975,1975.0,Mod,Mitchel,CompShg,TA,LwQ,170000,2929,10010,1Story,5,1974,Y,1,0,2,TA,2006,170000
694,352.0,1.0,440.0,694,2002,1990.0,Gtl,Crawfor,CompShg,TA,Unf,90350,2207,4280,1Story,5,1913,N,1,0,2,Gd,2007,90350
1096,0.0,0.0,572.0,572,1950,1978.7077955601446,Gtl,Edwards,CompShg,TA,Unf,79000,1417,9600,1.5Fin,6,1924,N,1,0,2,TA,2008,79000
894,552.0,2.0,894.0,894,1972,1975.0,Gtl,CollgCr,CompShg,TA,Unf,149900,2787,9800,1Story,5,1972,Y,1,0,3,TA,2006,149900
864,576.0,2.0,864.0,864,1971,1977.0,Gtl,NAmes,CompShg,TA,ALQ,123000,1037,7560,1Story,5,1971,Y,1,0,3,TA,2008,123000
1774,779.0,3.0,1095.0,1095,1950,1920.0,Gtl,OldTown,CompShg,TA,Unf,87000,2659,9600,2Story,4,1900,N,2,0,4,TA,2006,87000
1118,358.0,1.0,1096.0,1118,1977,1977.0,Gtl,Mitchel,CompShg,TA,Unf,171000,1567,9880,SLvl,6,1977,Y,1,0,3,TA,2008,171000
1252,288.0,1.0,1032.0,1032,1950,1950.0,Gtl,NAmes,CompShg,TA,Unf,119000,1225,9600,1.5Fin,6,1950,Y,1,0,3,TA,2008,119000
1148,672.0,1.0,1148.0,1148,1959,1959.0,Gtl,NAmes,CompShg,TA,Unf,132500,685,7931,1Story,5,1959,Y,1,0,3,TA,2009,132500
1666,228.0,1.0,588.0,833,1996,1925.0,Gtl,OldTown,CompShg,TA,Unf,161000,1358,5100,2Story,8,1925,Y,1,0,3,Gd,2008,161000
1947,725.0,3.0,1357.0,1366,2002,2001.0,Gtl,CollgCr,CompShg,Gd,Unf,274000,1461,9720,2Story,9,2001,Y,2,1,3,Gd,2008,274000
912,336.0,1.0,912.0,912,1967,1974.0,Gtl,Sawyer,CompShg,TA,Unf,125000,221,8521,1Story,5,1967,Y,1,0,3,TA,2010,125000
1195,0.0,0.0,1195.0,1195,1950,1978.7077955601446,Gtl,Edwards,CompShg,TA,Unf,98500,2187,8741,1Story,5,1946,N,2,0,4,TA,2007,98500
1624,757.0,3.0,1624.0,1624,1995,1994.0,Gtl,NoRidge,CompShg,Gd,Unf,262000,2504,12461,1Story,8,1994,Y,2,0,2,Gd,2006,262000
914,444.0,2.0,914.0,914,1979,1979.0,Gtl,CollgCr,CompShg,TA,BLQ,134900,855,6950,1Story,5,1979,Y,1,0,2,TA,2009,134900
1328,308.0,1.0,1350.0,1328,1959,1959.0,Gtl,Timber,CompShg,TA,Unf,170000,2258,16905,1Story,5,1959,Y,1,1,2,TA,2007,170000
1461,225.0,1.0,686.0,686,1991,1926.0,Gtl,Crawfor,CompShg,TA,Unf,135000,2205,7155,2Story,6,1926,Y,1,0,3,TA,2007,135000
2683,473.0,2.0,930.0,1364,1991,1990.0,Gtl,NoRidge,CompShg,Gd,Unf,290000,1158,9205,2Story,6,1990,Y,2,1,4,Gd,2008,290000
1258,462.0,2.0,1246.0,1258,2007,2007.0,Gtl,Gilbert,CompShg,Gd,Unf,173500,1741,7697,1Story,7,2007,Y,2,0,3,Gd,2007,173500
2008,230.0,1.0,896.0,1112,2002,1948.0,Mod,Edwards,CompShg,TA,Unf,225000,2735,7800,2Story,5,1948,Y,3,0,3,Ex,2006,225000
1187,440.0,2.0,864.0,1187,1961,1961.0,Gtl,NAmes,CompShg,TA,LwQ,140500,1888,14357,1Story,5,1961,Y,1,0,2,TA,2007,140500
990,299.0,1.0,990.0,990,1994,1996.0,Gtl,CollgCr,CompShg,TA,Unf,126000,2121,8775,1Story,5,1994,Y,1,0,3,TA,2007,126000
1586,480.0,2.0,960.0,962,1999,1999.0,Gtl,Somerst,CompShg,Gd,Unf,170000,1176,2645,2Story,8,1999,Y,2,1,3,Gd,2008,170000
990,576.0,2.0,990.0,990,1995,1996.0,Gtl,CollgCr,CompShg,TA,Unf,156000,2773,13568,1Story,5,1995,Y,1,0,3,TA,2006,156000
1600,319.0,1.0,1484.0,1600,1997,1957.0,Gtl,NAmes,CompShg,TA,Unf,207500,2619,16321,1Story,5,1957,Y,1,0,2,TA,2006,207500
1792,590.0,2.0,896.0,896,2007,2007.0,Gtl,Somerst,CompShg,Gd,Unf,255000,1796,8640,2Story,8,2007,Y,2,1,3,Gd,2007,255000
988,297.0,1.0,462.0,526,1973,1973.0,Gtl,MeadowV,CompShg,TA,Unf,94900,1598,1596,SLvl,4,1973,Y,1,0,1,TA,2008,94900
1170,338.0,1.0,1170.0,1170,1958,1958.0,Gtl,NAmes,CompShg,TA,Unf,140000,1965,7315,1Story,5,1958,Y,1,0,3,TA,2007,140000
1376,216.0,1.0,738.0,714,1950,1930.0,Mod,OldTown,CompShg,TA,Unf,96900,2651,7614,2Story,3,1905,Y,1,0,2,TA,2006,96900
1154,480.0,2.0,1154.0,1154,1966,1966.0,Gtl,NAmes,CompShg,TA,Rec,154000,609,11000,1Story,5,1966,Y,1,1,3,TA,2009,154000
1772,816.0,2.0,725.0,909,1999,1992.0,Gtl,OldTown,CompShg,Gd,Unf,184900,1990,10337,2Story,8,1910,N,2,1,3,Gd,2007,184900
2084,1220.0,3.0,2078.0,2084,2008,2007.0,Gtl,NridgHt,CompShg,Ex,Unf,385000,1053,14803,1Story,10,2007,Y,2,0,2,Ex,2008,385000
951,327.0,1.0,951.0,951,1950,1936.0,Gtl,IDOTRR,CompShg,TA,Unf,106500,2877,8765,1Story,4,1936,N,1,0,2,TA,2006,106500
2687,810.0,3.0,1455.0,1466,2000,2000.0,Gtl,NoRidge,CompShg,Gd,Unf,327000,497,12720,2Story,8,2000,Y,2,1,4,Gd,2009,327000
2490,795.0,3.0,2458.0,2490,2006,2005.0,Gtl,Somerst,CompShg,Ex,Unf,468000,514,11128,1Story,9,2005,Y,2,0,2,Ex,2009,468000
1666,384.0,1.0,1204.0,1204,1950,1927.0,Gtl,IDOTRR,CompShg,TA,Unf,135000,759,5160,1.5Fin,6,1927,Y,1,0,3,TA,2009,135000
1141,484.0,2.0,1141.0,1141,2005,2005.0,Gtl,SawyerW,CompShg,Gd,Unf,142500,2474,13072,1Story,6,2005,Y,1,1,3,TA,2006,142500
1464,470.0,2.0,732.0,732,1968,1968.0,Gtl,NAmes,CompShg,TA,Unf,141000,1193,8814,2Story,5,1968,Y,1,1,4,TA,2008,141000
1347,0.0,0.0,1117.0,820,1991,1978.7077955601446,Gtl,Edwards,CompShg,TA,Unf,107500,1415,7000,2Story,5,1910,Y,1,0,3,TA,2008,107500
1282,240.0,1.0,672.0,778,1979,1942.0,Gtl,SWISU,CompShg,TA,Unf,108500,2048,4484,1.5Fin,5,1942,N,1,0,2,TA,2007,108500
1320,472.0,2.0,636.0,636,1994,1994.0,Gtl,SawyerW,CompShg,TA,Unf,150000,2483,9019,2Story,6,1994,Y,2,1,3,Gd,2006,150000
936,0.0,0.0,216.0,576,1950,1978.7077955601446,Gtl,IDOTRR,CompShg,TA,Unf,78000,2883,8520,1.5Fin,3,1916,N,1,0,2,TA,2006,78000
1580,830.0,3.0,1580.0,1580,2008,2008.0,Gtl,Somerst,CompShg,Gd,Unf,235128,1111,11932,1Story,8,2007,Y,2,0,3,Gd,2008,235128
1824,739.0,2.0,1643.0,1824,2002,1971.0,Sev,ClearCr,CompShg,TA,Unf,302000,2072,115149,1Story,7,1971,Y,2,0,2,Gd,2007,302000
1558,440.0,2.0,864.0,1558,2001,1975.0,Gtl,CollgCr,CompShg,TA,ALQ,163000,1450,14330,1Story,5,1975,Y,2,0,2,TA,2008,163000
640,240.0,1.0,0.0,640,2007,1945.0,Mod,Edwards,CompShg,TA,NONE,84900,274,8777,1Story,3,1945,N,1,0,2,TA,2010,84900
1322,440.0,2.0,855.0,855,1974,1974.0,Gtl,NPkVill,CompShg,TA,Rec,147000,413,2308,2Story,6,1974,Y,2,1,3,TA,2009,147000
1826,164.0,1.0,910.0,916,2005,1915.0,Gtl,OldTown,CompShg,Gd,Unf,155000,751,2500,2Story,7,1915,Y,1,1,4,Ex,2009,155000
1339,484.0,2.0,1309.0,1339,1990,1990.0,Gtl,Timber,CompShg,TA,Unf,180000,2897,8049,1Story,7,1990,Y,2,0,2,TA,2006,180000
1092,0.0,0.0,0.0,372,1950,1978.7077955601446,Gtl,IDOTRR,CompShg,Fa,NONE,55000,207,5600,2Story,4,1930,N,2,0,3,Fa,2010,55000
1146,438.0,2.0,868.0,1146,2003,2003.0,Gtl,Timber,CompShg,Gd,Unf,187500,2269,9590,SLvl,7,2003,Y,2,0,3,Gd,2007,187500
1125,352.0,1.0,1041.0,1125,1976,1977.0,Gtl,Edwards,CompShg,TA,Unf,125000,891,7200,SLvl,6,1976,Y,1,0,3,TA,2009,125000
2057,180.0,1.0,1017.0,1020,1987,1936.0,Gtl,Crawfor,CompShg,Gd,Unf,250000,2863,11500,1.5Fin,7,1936,Y,1,1,3,Gd,2006,250000
899,200.0,1.0,481.0,899,1950,1930.0,Gtl,OldTown,CompShg,TA,Unf,78000,1298,6756,1Story,5,1910,N,1,0,2,TA,2008,78000
1594,0.0,0.0,828.0,828,1996,1978.7077955601446,Gtl,OldTown,CompShg,TA,Unf,118000,1292,11426,1.5Fin,4,1910,Y,2,0,3,TA,2008,118000
1694,818.0,3.0,1694.0,1694,2007,2007.0,Gtl,NridgHt,CompShg,Ex,Unf,318000,1687,12030,1Story,8,2007,Y,2,0,3,Gd,2007,318000
1911,471.0,2.0,777.0,1065,1994,1993.0,Gtl,SawyerW,CompShg,Gd,Unf,215000,2749,9554,2Story,8,1993,Y,2,1,3,Gd,2006,215000
672,0.0,0.0,432.0,672,1950,1978.7077955601446,Gtl,IDOTRR,CompShg,TA,Unf,72000,2875,8534,1Story,4,1925,N,1,0,2,TA,2006,72000
