id,lot_area,house_style,overall_qual,year_built,central_air,full_bath,half_bath,bedroom_abvgr,kitchen_qual,yr_sold,saleprice
892,13286,1Story,9,2007,Y,2,0,3,Ex,2009,320000
2045,12888,2Story,7,1937,Y,1,1,3,TA,2007,219000
2927,8885,1Story,5,1983,Y,1,0,2,TA,2006,131000
1732,8857,2Story,6,2006,Y,2,1,3,Gd,2007,171925
998,14137,1Story,5,1996,Y,2,0,3,Gd,2008,177900
2203,6720,2Story,6,1921,N,1,0,3,TA,2007,141500
356,7500,2Story,6,1998,Y,2,1,3,TA,2009,191000
2475,13072,1Story,6,2004,Y,1,1,3,Gd,2006,158000
2264,10656,1Story,8,2006,Y,2,0,3,Gd,2007,248900
2201,7200,1.5Fin,5,1937,Y,1,1,3,Gd,2007,175000
2545,8800,1Story,6,1965,Y,2,0,3,Gd,2006,185900
2660,10800,2.5Unf,7,1914,N,1,1,2,TA,2006,163000
2882,9000,1.5Fin,5,1951,N,2,0,4,TA,2006,115000
1379,13014,SLvl,6,1978,Y,1,0,3,TA,2008,157500
491,15896,2Story,7,1999,Y,2,1,4,Gd,2009,245000
1002,5395,1Story,8,1993,Y,2,0,2,Gd,2008,180000
1848,5105,2Story,7,2004,Y,2,1,2,Gd,2007,148800
1455,9473,2Story,8,2002,Y,2,1,3,Gd,2008,237000
908,8400,1Story,2,1920,N,1,0,1,Fa,2009,60000
1490,12102,SFoyer,5,1976,Y,1,0,3,TA,2008,165000
1465,10905,2Story,7,2003,Y,2,1,4,Gd,2008,240000
1627,9556,1Story,7,1992,Y,2,0,3,Gd,2007,160000
2849,6430,1.5Fin,6,1945,N,1,0,3,TA,2006,128000
1501,6040,1Story,4,1955,N,2,0,2,Fa,2008,82000
626,14695,1Story,6,1966,Y,2,0,2,Gd,2009,256000
722,9000,2Story,7,1920,Y,1,0,3,TA,2009,143000
2260,8368,1Story,7,2006,Y,2,0,3,Gd,2007,231713
1639,41600,1Story,5,1969,Y,1,1,3,TA,2007,155000
1603,6490,1Story,5,1983,Y,1,0,2,TA,2008,128500
1520,7290,1Story,7,1921,Y,2,0,2,TA,2008,168000
1665,7472,2Story,7,1972,Y,1,1,4,Gd,2007,184000
2635,7000,SFoyer,5,1962,Y,1,0,3,TA,2006,124000
581,11717,1Story,6,1970,Y,2,0,2,TA,2009,185000
2435,11194,2Story,8,2000,Y,2,1,3,Gd,2006,230500
2799,11250,2Story,7,1998,Y,2,1,3,Gd,2006,227000
883,8633,2Story,6,2005,Y,2,1,3,Gd,2009,173500
2537,8400,SFoyer,5,1968,Y,1,0,3,TA,2006,140000
1120,10037,1Story,8,2006,Y,2,0,3,Gd,2008,247000
774,8014,SFoyer,6,1978,Y,1,0,3,TA,2009,149900
1447,12250,1Story,5,1978,Y,1,0,3,TA,2008,158000
104,2403,2Story,7,2003,Y,2,1,2,Gd,2010,147110
2694,8600,1.5Fin,6,1937,Y,2,0,3,TA,2006,119500
920,13680,1.5Fin,5,1940,Y,1,1,2,TA,2009,205000
1951,10800,2Story,5,1895,Y,1,1,3,Gd,2007,148000
9,5389,1Story,8,1995,Y,2,0,2,Gd,2010,236500
2848,10890,1.5Fin,5,1938,Y,2,0,3,Fa,2006,137000
614,9768,1Story,5,1955,Y,1,0,2,TA,2009,122000
1736,8993,1Story,7,2007,Y,2,0,3,Gd,2007,176485
2686,11672,1Story,5,1925,Y,1,0,2,TA,2006,109000
2257,9763,1Story,7,1998,Y,1,1,1,Gd,2007,330000
1284,9836,1Story,6,2008,N,1,0,3,TA,2008,143000
1765,10557,2Story,9,1998,Y,2,1,4,Gd,2007,410000
1811,8462,2Story,6,1994,Y,2,1,3,Gd,2007,201000
2603,10818,1.5Fin,4,1910,Y,1,1,4,TA,2006,80000
2220,7259,2Story,6,1945,Y,2,1,3,Gd,2007,259500
2273,11800,2Story,7,2003,Y,3,1,5,Gd,2007,279900
163,7500,1Story,5,1959,Y,1,1,3,Gd,2010,154000
2116,159000,1.5Fin,6,1958,Y,2,0,4,Gd,2007,277000
2734,6488,1.5Fin,5,1942,N,1,0,3,TA,2006,128000
426,14230,1Story,8,2007,Y,2,0,3,Gd,2009,256300
2216,7810,1.5Fin,4,1930,Y,2,0,4,Gd,2007,188000
2900,14331,1Story,8,2002,Y,2,0,3,Gd,2006,312500
97,3182,2Story,7,2004,Y,2,1,2,Gd,2010,151000
1680,1920,2Story,5,1971,Y,1,1,2,TA,2007,122500
1133,10110,2Story,6,2003,Y,2,1,3,Gd,2008,188000
2761,10984,2Story,7,2005,Y,2,1,3,Gd,2006,209700
1642,14082,1Story,8,2006,Y,1,1,1,Gd,2007,441929
1141,8480,2Story,6,1993,Y,2,1,3,Gd,2008,163000
2118,12205,2Story,6,1966,Y,2,1,5,Gd,2007,187500
870,15750,1Story,8,1999,Y,2,0,2,Gd,2009,220000
1875,8050,1Story,5,1967,Y,1,0,3,Gd,2007,127000
155,7200,1Story,5,1955,Y,1,0,2,TA,2010,107500
1318,6300,2.5Unf,6,1914,Y,2,0,3,TA,2008,128000
1285,5232,1Story,5,1925,N,1,0,2,TA,2008,73000
2400,11846,1Story,9,2003,Y,2,0,2,Ex,2006,374000
1068,16900,2Story,8,2001,Y,2,1,4,Gd,2008,421250
361,9636,2Story,6,1992,Y,2,1,3,TA,2009,178000
1493,10012,SFoyer,4,1972,Y,2,0,3,TA,2008,137500
1110,14303,1Story,8,1994,Y,2,0,2,Gd,2008,301500
911,5707,2Story,6,1935,Y,1,1,3,TA,2009,105000
2535,9360,1Story,6,1968,Y,1,0,2,Gd,2006,157500
2030,5680,1.5Fin,5,1901,N,1,0,2,TA,2007,117000
2634,7000,1Story,5,1962,Y,1,0,3,TA,2006,105000
1530,10480,1.5Fin,6,1936,Y,1,0,3,TA,2008,115000
435,11578,1Story,9,2008,Y,2,0,3,Ex,2009,360000
812,7018,1Story,5,1979,Y,2,0,4,TA,2009,118858
1202,9130,2Story,6,1966,Y,1,1,4,Gd,2008,173000
666,10800,1Story,3,1890,Y,1,1,1,TA,2009,78500
1751,8244,2Story,7,2004,Y,2,1,3,Gd,2007,183500
705,6000,1Story,4,1953,N,1,0,2,TA,2009,93000
1744,3621,1Story,8,2003,Y,2,0,2,Gd,2007,226500
357,7837,2Story,6,1993,Y,2,1,3,TA,2009,178000
2133,10665,1Story,7,2003,Y,2,0,3,Gd,2007,226000
989,10457,2Story,5,1969,Y,1,1,4,TA,2009,173000
562,8281,1Story,5,1965,Y,1,0,3,TA,2009,62383
1054,14948,2Story,9,2008,Y,2,1,3,Ex,2008,446261
2850,7000,2Story,7,1926,Y,1,0,3,Gd,2006,160000
1082,3940,1Story,7,2004,Y,2,0,2,Gd,2008,219990
1440,9382,1Story,7,1999,Y,2,0,3,Gd,2008,191000
2006,6854,1Story,5,1925,N,1,0,1,TA,2007,136500
2082,11515,1Story,4,1958,N,1,0,3,Gd,2007,80000
2344,13837,1.5Fin,7,1988,Y,2,1,4,Gd,2006,229000
248,9938,2Story,7,1993,Y,2,1,3,Gd,2010,236000
2276,12633,1Story,10,2006,Y,2,0,3,Ex,2007,392000
755,6876,2Story,6,1927,Y,2,0,4,TA,2009,149000
1178,3951,2Story,10,1998,Y,2,1,2,Ex,2008,345000
2636,9856,2Story,5,1900,Y,2,0,5,TA,2006,169000
2077,17808,1Story,4,1946,N,1,0,2,TA,2007,109900
2930,9627,2Story,7,1993,Y,2,1,3,TA,2006,188000
737,6000,1.5Fin,6,1939,Y,1,0,4,TA,2009,132500
837,9757,1Story,5,1994,Y,1,0,3,TA,2009,143000
2086,9280,1Story,5,1951,Y,1,0,4,TA,2007,125000
2385,14780,1Story,9,2005,Y,2,0,2,Ex,2006,415000
189,7740,2Story,4,1910,Y,1,0,3,TA,2010,125500
635,9600,1Story,6,1958,Y,2,0,3,TA,2009,139000
432,13478,2Story,10,2008,Y,2,1,3,Ex,2009,451950
900,10926,1Story,5,1959,Y,2,0,6,TA,2009,119900
966,6853,1Story,8,2001,Y,2,0,2,Gd,2009,220000
1612,10667,1Story,6,1971,Y,2,0,3,TA,2007,167300
904,8212,1.5Fin,5,1941,Y,1,0,3,TA,2009,122000
2487,9100,1Story,5,1963,Y,2,0,6,TA,2006,125000
1304,6000,1Story,5,1957,Y,1,0,3,TA,2008,112500
2112,9316,2Story,7,2005,Y,2,1,3,Gd,2007,191000
1244,9464,1Story,6,1958,Y,1,0,3,TA,2008,136000
843,10400,2Story,7,1998,Y,2,1,3,Gd,2009,197900
2689,5310,1.5Fin,6,1910,Y,1,0,2,Gd,2006,117000
2753,7406,1Story,7,2006,Y,2,0,2,Gd,2006,194000
1169,4538,1Story,9,2001,Y,1,1,1,Gd,2008,285000
1376,10106,1.5Fin,5,1940,Y,2,0,4,TA,2008,127500
2503,13346,2Story,7,1992,Y,2,1,4,Gd,2006,268000
1987,9639,2Story,4,1900,Y,2,1,4,TA,2007,137000
1190,15387,1Story,7,1967,Y,2,0,4,Gd,2008,215000
1930,10050,1Story,5,1955,Y,1,0,3,TA,2007,129500
2677,6240,1.5Fin,5,1936,Y,1,0,3,TA,2006,115000
1256,7506,1.5Fin,5,1925,Y,1,0,3,TA,2008,114000
2484,8900,1Story,4,1966,Y,1,0,2,TA,2006,107000
1253,8480,1.5Fin,5,1947,Y,1,0,2,TA,2008,118500
1337,6000,1.5Fin,6,1929,Y,1,0,3,TA,2008,120000
1788,8847,1Story,8,2005,Y,2,0,3,Gd,2007,260000
141,8050,1Story,5,1959,Y,1,0,3,TA,2010,136000
1669,8294,1Story,4,1971,Y,1,0,3,TA,2007,123000
1366,7920,1.5Fin,6,1920,Y,1,0,3,Fa,2008,89500
52,18494,1Story,6,2005,Y,2,0,3,Gd,2010,199500
1380,7162,1Story,5,1966,Y,1,0,3,TA,2008,109900
919,10918,2Story,7,1926,Y,1,1,3,Gd,2009,234000
2804,4435,1Story,6,2004,Y,1,0,1,Gd,2006,155900
782,11250,1.5Fin,4,1957,Y,1,0,5,TA,2009,161500
956,14375,SLvl,6,1958,Y,1,0,3,Gd,2009,137500
187,9045,2Story,5,1910,N,2,0,4,Fa,2010,76500
2074,10029,2Story,6,1988,Y,2,1,4,TA,2007,211000
1039,4060,1Story,6,1998,Y,2,0,2,Gd,2008,181000
1210,9020,SLvl,6,1966,Y,1,1,3,TA,2008,174900
2710,11777,SLvl,5,1966,Y,1,0,3,TA,2006,164500
44,10171,1Story,7,2004,Y,2,0,3,Gd,2010,214000
1026,10400,2Story,7,1980,Y,2,1,3,TA,2008,185000
1343,6240,1.5Fin,4,1929,Y,1,0,2,TA,2008,123000
2248,12150,SFoyer,6,1979,Y,2,0,2,Gd,2007,183500
1849,2645,2Story,8,1999,Y,2,1,2,Gd,2007,174000
2076,22692,1Story,5,1953,Y,2,0,3,TA,2007,130000
2641,9600,2Story,7,1925,Y,1,1,3,Ex,2006,178000
5,13830,2Story,5,1997,Y,2,1,3,TA,2010,189900
878,4435,1Story,6,2003,Y,1,0,1,Gd,2009,144000
1548,5890,1Story,6,1930,Y,1,0,2,TA,2008,120500
841,10859,1Story,5,1994,Y,1,1,3,TA,2009,145000
1621,5330,1Story,8,2000,Y,2,0,2,Ex,2007,251000
218,10778,1Story,4,1968,N,2,0,4,TA,2010,136500
1504,6845,1Story,4,1955,N,2,0,2,TA,2008,82500
946,21780,1Story,2,1910,N,1,0,1,TA,2009,57625
455,10307,1Story,7,2007,Y,2,0,2,Gd,2009,212500
2906,4500,1Story,6,1998,Y,2,0,2,TA,2006,164000
2878,9060,1.5Fin,6,1957,Y,2,0,4,Gd,2006,139000
1173,2160,2Story,7,1999,Y,2,1,2,Gd,2008,160000
985,7669,SFoyer,5,1992,Y,1,0,2,TA,2009,149000
975,9858,1Story,5,1968,Y,1,0,3,TA,2009,130000
202,10300,2Story,7,1921,Y,2,0,3,TA,2010,140000
528,8125,1Story,8,2008,Y,2,0,3,Gd,2009,264500
2579,14850,1Story,5,1957,Y,1,0,2,TA,2006,141000
1841,4274,1Story,7,2006,Y,1,1,1,Gd,2007,199900
591,9650,1Story,6,1977,Y,2,0,2,TA,2009,167900
1897,14585,1Story,6,1960,Y,1,0,3,Gd,2007,181900
70,9000,1Story,8,2008,Y,2,0,3,Gd,2010,262500
590,13774,2Story,7,1977,Y,1,2,4,Gd,2009,230000
1172,5119,1Story,9,1999,Y,2,0,2,Gd,2008,328900
1714,9254,1Story,8,2005,Y,2,0,3,Gd,2007,232698
829,10324,1Story,8,2008,Y,2,0,2,Gd,2009,221800
1397,8375,1.5Fin,5,1941,Y,1,1,2,Gd,2008,152400
877,9750,1Story,7,2000,Y,2,0,3,Gd,2009,213000
2477,7632,2Story,7,2005,Y,2,1,3,Gd,2006,184900
2871,15750,1Story,5,1953,Y,1,0,2,TA,2006,157000
2489,9240,1Story,5,1962,Y,1,0,2,TA,2006,144000
1655,10400,1Story,6,1979,Y,2,0,2,TA,2007,192350
1891,8800,1Story,7,1966,Y,2,0,3,TA,2007,163500
1419,11839,2Story,7,1990,Y,2,1,4,Gd,2008,262280
1473,9135,1Story,7,2002,Y,2,0,3,Gd,2008,214000
2868,14115,1Story,6,1956,Y,1,0,2,Ex,2006,230000
1695,14154,2Story,7,2006,Y,2,1,3,Gd,2007,280000
2244,6565,1Story,4,1957,Y,1,0,3,TA,2007,140000
169,7700,2Story,6,1966,Y,1,1,4,TA,2010,155000
2670,4761,1.5Unf,3,1918,N,1,0,2,Fa,2006,64500
247,12361,2Story,6,1993,Y,2,1,3,Gd,2010,218000
2137,9720,SLvl,5,1977,Y,2,0,3,TA,2007,160000
1794,8640,1Story,8,2007,Y,2,0,3,Gd,2007,208900
1498,47007,1Story,5,1959,Y,3,1,5,Ex,2008,284700
1164,3180,2Story,7,2007,Y,2,0,2,Gd,2008,146000
1179,14963,1Story,8,1996,Y,1,1,1,Ex,2008,245500
1340,5000,1.5Unf,6,1926,Y,1,0,3,TA,2008,113000
436,16870,1Story,8,2004,Y,2,0,3,Gd,2009,296000
1636,14157,1Story,9,2005,Y,2,0,3,Gd,2007,377426
421,12456,1Story,10,2006,Y,2,0,3,Ex,2009,337500
457,14836,1Story,10,2004,Y,2,1,2,Ex,2009,552000
2834,6956,1.5Fin,4,1948,Y,1,0,3,TA,2006,97900
517,7862,1Story,6,2009,Y,2,0,2,Gd,2009,208300
1566,11050,2Story,7,1996,Y,2,1,3,Gd,2008,213000
1439,8924,2Story,7,1998,Y,2,1,3,Gd,2008,188000
2577,9610,1Story,6,1958,Y,1,1,3,TA,2006,162000
2241,13710,1.5Fin,5,1950,Y,1,1,4,TA,2007,152000
71,12552,2Story,7,2004,Y,2,1,3,Gd,2010,254900
1143,14565,2Story,7,1994,Y,2,1,3,Gd,2008,189000
1021,18559,1Story,7,1978,Y,2,0,3,Gd,2008,235000
1416,10880,1Story,5,1950,N,1,0,3,TA,2008,125000
35,2280,1Story,7,1975,Y,1,0,2,TA,2010,120000
2904,31250,1Story,1,1951,Y,1,1,3,TA,2006,81500
2174,11841,SFoyer,6,1990,Y,1,0,3,TA,2007,118500
522,9187,1Story,9,2009,Y,2,1,2,Ex,2009,370878
2211,6270,2Story,5,1949,N,2,0,4,TA,2007,145000
1539,15660,1.5Fin,7,1939,Y,1,1,3,Gd,2008,311500
2420,3087,1Story,7,2006,Y,2,0,2,Gd,2006,210250
2779,13450,2Story,7,2002,Y,2,1,3,Gd,2006,200000
953,10125,1.5Fin,5,1977,Y,2,0,4,Gd,2009,126000
658,8146,2Story,4,1900,Y,1,0,2,TA,2009,114000
714,9600,2Story,4,1910,Y,2,0,3,Gd,2009,87500
1637,12328,2Story,8,2005,Y,3,1,4,Ex,2007,349265
538,10141,1Story,8,2004,Y,2,0,3,Gd,2009,203000
546,8529,1Story,7,2001,Y,2,0,3,Gd,2009,189000
533,8127,2Story,7,2003,Y,2,1,3,Gd,2009,209000
718,8400,2Story,6,1900,Y,2,0,3,Ex,2009,160000
1830,10751,1Story,5,1974,Y,1,0,2,TA,2007,129000
2929,10010,1Story,5,1974,Y,1,0,2,TA,2006,170000
2207,4280,1Story,5,1913,N,1,0,2,Gd,2007,90350
1417,9600,1.5Fin,6,1924,N,1,0,2,TA,2008,79000
2787,9800,1Story,5,1972,Y,1,0,3,TA,2006,149900
1037,7560,1Story,5,1971,Y,1,0,3,TA,2008,123000
2659,9600,2Story,4,1900,N,2,0,4,TA,2006,87000
1567,9880,SLvl,6,1977,Y,1,0,3,TA,2008,171000
1225,9600,1.5Fin,6,1950,Y,1,0,3,TA,2008,119000
685,7931,1Story,5,1959,Y,1,0,3,TA,2009,132500
1358,5100,2Story,8,1925,Y,1,0,3,Gd,2008,161000
1461,9720,2Story,9,2001,Y,2,1,3,Gd,2008,274000
221,8521,1Story,5,1967,Y,1,0,3,TA,2010,125000
2187,8741,1Story,5,1946,N,2,0,4,TA,2007,98500
2504,12461,1Story,8,1994,Y,2,0,2,Gd,2006,262000
855,6950,1Story,5,1979,Y,1,0,2,TA,2009,134900
2258,16905,1Story,5,1959,Y,1,1,2,TA,2007,170000
2205,7155,2Story,6,1926,Y,1,0,3,TA,2007,135000
1158,9205,2Story,6,1990,Y,2,1,4,Gd,2008,290000
1741,7697,1Story,7,2007,Y,2,0,3,Gd,2007,173500
2735,7800,2Story,5,1948,Y,3,0,3,Ex,2006,225000
1888,14357,1Story,5,1961,Y,1,0,2,TA,2007,140500
2121,8775,1Story,5,1994,Y,1,0,3,TA,2007,126000
1176,2645,2Story,8,1999,Y,2,1,3,Gd,2008,170000
2773,13568,1Story,5,1995,Y,1,0,3,TA,2006,156000
2619,16321,1Story,5,1957,Y,1,0,2,TA,2006,207500
1796,8640,2Story,8,2007,Y,2,1,3,Gd,2007,255000
1598,1596,SLvl,4,1973,Y,1,0,1,TA,2008,94900
1965,7315,1Story,5,1958,Y,1,0,3,TA,2007,140000
2651,7614,2Story,3,1905,Y,1,0,2,TA,2006,96900
609,11000,1Story,5,1966,Y,1,1,3,TA,2009,154000
1990,10337,2Story,8,1910,N,2,1,3,Gd,2007,184900
1053,14803,1Story,10,2007,Y,2,0,2,Ex,2008,385000
2877,8765,1Story,4,1936,N,1,0,2,TA,2006,106500
497,12720,2Story,8,2000,Y,2,1,4,Gd,2009,327000
514,11128,1Story,9,2005,Y,2,0,2,Ex,2009,468000
759,5160,1.5Fin,6,1927,Y,1,0,3,TA,2009,135000
2474,13072,1Story,6,2005,Y,1,1,3,TA,2006,142500
1193,8814,2Story,5,1968,Y,1,1,4,TA,2008,141000
1415,7000,2Story,5,1910,Y,1,0,3,TA,2008,107500
2048,4484,1.5Fin,5,1942,N,1,0,2,TA,2007,108500
2483,9019,2Story,6,1994,Y,2,1,3,Gd,2006,150000
2883,8520,1.5Fin,3,1916,N,1,0,2,TA,2006,78000
1111,11932,1Story,8,2007,Y,2,0,3,Gd,2008,235128
2072,115149,1Story,7,1971,Y,2,0,2,Gd,2007,302000
1450,14330,1Story,5,1975,Y,2,0,2,TA,2008,163000
274,8777,1Story,3,1945,N,1,0,2,TA,2010,84900
413,2308,2Story,6,1974,Y,2,1,3,TA,2009,147000
751,2500,2Story,7,1915,Y,1,1,4,Ex,2009,155000
2897,8049,1Story,7,1990,Y,2,0,2,TA,2006,180000
207,5600,2Story,4,1930,N,2,0,3,Fa,2010,55000
2269,9590,SLvl,7,2003,Y,2,0,3,Gd,2007,187500
891,7200,SLvl,6,1976,Y,1,0,3,TA,2009,125000
2863,11500,1.5Fin,7,1936,Y,1,1,3,Gd,2006,250000
1298,6756,1Story,5,1910,N,1,0,2,TA,2008,78000
1292,11426,1.5Fin,4,1910,Y,2,0,3,TA,2008,118000
1687,12030,1Story,8,2007,Y,2,0,3,Gd,2007,318000
2749,9554,2Story,8,1993,Y,2,1,3,Gd,2006,215000
2875,8534,1Story,4,1925,N,1,0,2,TA,2006,72000
1029,11361,1Story,6,1976,Y,2,0,3,TA,2008,180000
1581,12416,1Story,6,1986,Y,2,0,3,TA,2008,184000
612,9600,1Story,5,1959,Y,1,0,3,TA,2009,124500
139,8267,1Story,5,1958,Y,2,0,4,TA,2010,135000
1335,6000,1.5Fin,6,1940,Y,1,1,3,Gd,2008,164900
2531,9600,1Story,7,1969,Y,1,1,3,TA,2006,140000
681,7350,1Story,5,1958,Y,1,0,3,TA,2009,128000
1383,7703,SFoyer,6,1978,Y,1,0,3,TA,2008,153000
1359,4347,1.5Fin,6,1910,Y,1,0,3,TA,2008,127500
1226,9600,1Story,5,1950,Y,1,0,3,Gd,2008,141500
63,12256,2Story,8,1994,Y,2,1,3,Gd,2010,325000
1869,9547,1Story,7,1993,Y,2,0,2,Gd,2007,188500
2468,7200,1Story,6,2006,Y,2,0,2,Gd,2006,185000
1135,13072,1Story,6,2005,Y,1,0,3,Gd,2008,146000
719,3600,2Story,6,1917,Y,1,0,3,Ex,2009,119000
405,1680,2Story,5,1971,Y,2,1,3,TA,2009,112000
2506,3316,1Story,8,2005,Y,1,1,1,Gd,2006,197000
2380,16387,2Story,9,2006,Y,2,1,4,Ex,2006,412083
1565,13265,1Story,8,2002,Y,2,0,3,Gd,2008,271000
1727,3242,1Story,7,2003,Y,2,0,2,Gd,2007,200000
1661,8991,SLvl,7,1976,Y,2,0,3,Gd,2007,174000
1967,8000,1Story,5,1960,Y,1,0,3,TA,2007,156500
2267,9303,2Story,6,1996,Y,2,1,3,TA,2007,204000
1389,8544,1Story,5,1966,Y,1,1,3,Gd,2008,149350
2553,11425,1Story,5,1954,Y,1,0,2,TA,2006,137000
1459,11404,2Story,7,1998,Y,2,1,3,Gd,2008,222500
1739,8229,2Story,6,2007,Y,2,1,3,Gd,2007,166000
172,4485,1Story,5,1920,Y,1,0,2,TA,2010,109500
788,15635,1Story,4,1954,Y,1,0,2,TA,2009,122000
1979,3153,1Story,5,1920,Y,1,0,2,TA,2007,99900
1801,11096,1Story,8,2006,Y,2,0,3,Gd,2007,249700
931,14000,1Story,6,1950,Y,1,0,3,Gd,2009,158500
2471,7733,1Story,6,2005,Y,1,1,3,Gd,2006,139500
2899,8098,1Story,6,2000,Y,2,0,2,Gd,2006,202000
2544,8393,1Story,5,1959,Y,2,0,4,TA,2006,145000
1386,12900,SFoyer,4,1969,Y,0,2,0,TA,2008,108959
315,57200,1Story,5,1948,Y,1,0,3,TA,2010,160000
1932,8078,1Story,5,1958,Y,2,0,4,TA,2007,128600
1660,12384,2Story,7,1976,Y,2,1,3,TA,2007,197900
2353,9927,SFoyer,7,1976,Y,1,0,2,TA,2006,172000
2139,16300,1Story,5,1977,Y,1,0,3,TA,2007,130000
1585,7915,1Story,6,1999,Y,2,0,3,Gd,2008,195000
1602,21750,1Story,5,1954,Y,1,0,2,TA,2008,113000
2888,9116,1Story,8,2001,Y,2,0,3,Gd,2006,209000
965,14419,SLvl,7,1987,Y,2,1,3,Gd,2009,213500
645,13070,1Story,5,1951,Y,1,0,2,TA,2009,126000
789,9855,1Story,6,1956,Y,1,0,3,TA,2009,127500
1015,8118,1Story,9,2007,Y,2,0,2,Ex,2008,334000
1264,10920,1Story,6,1960,Y,1,1,2,TA,2008,157000
1972,6600,1Story,5,1962,Y,1,0,2,TA,2007,125500
1481,8199,2Story,7,2005,Y,2,1,3,Gd,2008,189000
954,9947,SLvl,7,1990,Y,2,0,3,Gd,2009,173000
2499,14330,SLvl,7,1974,Y,2,0,3,Gd,2006,260000
824,10769,2Story,8,2007,Y,2,1,3,Gd,2009,212000
2769,8846,SFoyer,5,1996,Y,1,0,2,TA,2006,148000
123,10600,SLvl,6,1964,Y,2,0,3,TA,2010,136300
1862,18890,1.5Fin,5,1977,Y,2,2,4,TA,2007,190000
1308,9142,2Story,5,1900,N,2,0,4,TA,2008,139500
1758,7750,2Story,7,2003,Y,2,1,3,Gd,2007,162000
2236,6060,1.5Fin,4,1939,Y,1,0,3,TA,2007,100000
2912,10172,1Story,5,1968,Y,1,0,3,TA,2006,126500
2093,10380,2Story,7,1986,Y,2,1,4,Gd,2007,301000
2128,9337,2Story,6,1997,Y,2,1,3,Gd,2007,204750
679,7200,1Story,4,1949,N,2,0,2,TA,2009,90000
1313,9600,2Story,5,1920,Y,2,0,4,TA,2008,130000
2534,8640,2Story,5,1968,Y,1,1,4,TA,2006,155000
1273,7931,1Story,5,1960,Y,1,1,3,TA,2008,155000
219,11625,1Story,5,1965,Y,1,1,3,TA,2010,131500
133,9600,SLvl,6,1955,Y,1,0,3,TA,2010,153000
38,11478,1Story,8,2007,Y,2,0,3,Gd,2010,306000
2408,7740,1Story,9,2006,Y,2,0,1,Ex,2006,332200
1575,9520,1Story,8,2007,Y,2,0,3,Gd,2008,293077
1671,17199,1Story,4,1961,Y,1,0,2,TA,2007,128000
2000,5400,1Story,6,1926,Y,2,0,3,Gd,2007,152000
2621,10800,1.5Fin,4,1949,N,1,1,4,TA,2006,135000
1996,9900,2Story,6,1880,Y,2,0,5,Fa,2007,117500
1976,6000,1.5Fin,6,1927,Y,1,0,3,TA,2007,127500
1861,17778,1Story,8,1981,Y,2,0,2,Gd,2007,373000
1600,1477,2Story,6,1970,Y,2,1,3,TA,2008,98000
298,19645,SLvl,7,1994,Y,2,1,3,Gd,2010,203135
875,8750,2Story,7,1996,Y,2,1,2,Gd,2009,191000
1205,7785,1Story,5,1956,Y,1,0,2,TA,2008,98000
763,10800,1Story,5,1987,Y,3,0,3,TA,2009,179000
512,9139,1Story,8,2006,Y,2,0,3,Gd,2009,245000
592,10140,1Story,7,1998,Y,2,0,3,Gd,2009,213250
1255,10122,1Story,4,1948,N,1,0,1,TA,2008,89900
355,10141,2Story,7,1998,Y,2,1,3,TA,2009,185000
1676,2205,2Story,6,1973,Y,1,1,3,TA,2007,113500
2599,10914,1Story,3,1929,N,1,0,2,TA,2006,68000
312,9196,1Story,7,2003,Y,2,0,3,Gd,2010,201000
1124,9803,2Story,7,2005,Y,2,1,3,Gd,2008,226700
1702,17169,1Story,10,2007,Y,2,1,2,Ex,2007,500067
2434,9171,2Story,7,2004,Y,2,1,3,Gd,2006,201490
1432,9750,1Story,5,1994,Y,1,0,3,TA,2008,155000
689,8604,SFoyer,5,1978,Y,1,0,2,Gd,2009,145000
1349,6155,2Story,6,1920,Y,2,0,3,TA,2008,128000
1759,9487,2Story,6,2000,Y,2,1,3,TA,2007,187000
893,3675,SFoyer,6,2005,Y,1,0,2,TA,2009,145500
944,10200,1Story,4,1925,N,1,0,2,TA,2009,75000
2109,11750,1Story,7,2005,Y,2,0,3,Gd,2007,217000
316,11896,1Story,7,2008,Y,2,0,3,Gd,2010,220000
2529,10400,2Story,6,1972,Y,1,2,4,TA,2006,165150
1448,10970,SLvl,6,1978,Y,1,0,3,TA,2008,147000
871,11883,1Story,7,1996,Y,2,0,3,Gd,2009,203000
142,10552,1Story,5,1959,Y,1,1,4,Gd,2010,165500
1515,8248,1Story,3,1914,N,1,0,2,TA,2008,67000
1970,9760,2Story,6,1964,Y,2,1,3,Gd,2007,187000
572,2998,2Story,6,2000,Y,2,1,2,Gd,2009,180000
2200,6821,1.5Fin,6,1921,Y,2,0,2,TA,2007,146500
2147,11354,1Story,7,2000,Y,2,0,3,Gd,2007,270000
249,9069,SFoyer,6,1992,Y,1,0,2,Gd,2010,147000
162,8064,1.5Fin,6,1948,Y,1,0,3,TA,2010,132000
664,5400,1.5Fin,4,1920,Y,1,0,2,TA,2009,105000
1516,5687,2Story,5,1912,N,2,0,6,Fa,2008,135900
16,53504,2Story,8,2003,Y,3,1,4,Ex,2010,538000
1808,7500,1Story,7,2006,Y,1,1,3,Gd,2007,147000
425,13173,1Story,9,2006,Y,2,0,2,Ex,2009,325000
1372,9488,1Story,5,1947,N,1,0,3,TA,2008,124000
2495,13526,1Story,5,1965,Y,1,0,3,TA,2006,137000
661,10410,1.5Fin,4,1915,Y,2,0,3,Gd,2009,142900
